MovieID,mean,count
97,3.75,44
98,2.0,6
99,3.46,50
100,3.0625,128
101,3.869565217391304,253
102,1.8166666666666667,60
103,3.212121212121212,33
104,3.526392961876833,682
105,3.2325581395348837,387
106,3.5833333333333335,12
107,3.1484375,256
108,2.857142857142857,7
110,4.234957020057307,2443
111,4.183870967741935,1240
112,3.443859649122807,570
113,2.981132075471698,53
114,3.090909090909091,11
116,4.097560975609756,41
117,3.632911392405063,79
118,3.073529411764706,68
119,2.4615384615384617,13
120,2.6666666666666665,3
121,4.054054054054054,37
122,2.768041237113402,194
123,3.869565217391304,115
124,3.2142857142857144,14
125,3.8333333333333335,318
126,1.9898989898989898,99
127,1.0,1
128,4.333333333333333,12
129,3.3076923076923075,13
130,4.0,2
131,3.0625,16
132,2.4945054945054945,91
133,1.0,1
134,4.0,2
135,2.81203007518797,133
136,3.25,8
137,3.0,13
138,2.5,2
139,4.0,1
140,3.1654676258992804,139
141,3.5498533724340176,682
142,1.0,1
144,3.392609699769053,433
145,3.2955801104972378,362
146,2.888888888888889,18
147,3.541436464088398,181
148,2.782608695652174,23
149,3.7872340425531914,47
150,4.073541167066347,1251
151,3.588447653429603,554
152,3.0,69
153,2.642213642213642,777
154,3.7261904761904763,168
155,3.413793103448276,87
156,3.5606060606060606,66
157,2.732620320855615,187
158,2.9806949806949805,259
159,3.2844827586206895,116
160,2.2389380530973453,565
161,3.723684210526316,760
162,4.063136456211812,491
163,3.4574074074074073,540
164,3.5672823218997363,379
165,3.561212121212121,825
166,2.459016393442623,61
167,3.6,5
168,2.9502762430939224,362
169,2.017699115044248,113
170,3.146417445482866,321
171,3.5698924731182795,93
172,2.576419213973799,458
173,2.3085106382978724,564
174,2.308641975308642,81
175,3.477272727272727,220
176,3.9170731707317072,205
177,2.7338129496402876,139
178,3.473684210526316,19
179,2.2083333333333335,48
180,3.5476718403547673,451
181,1.6129032258064515,93
182,3.142857142857143,49
183,3.4827586206896552,29
184,3.3461538461538463,26
185,2.869947275922671,569
186,2.7630331753554502,211
187,3.238095238095238,105
188,3.221052631578947,190
189,3.4,15
190,3.75,100
191,2.466666666666667,75
192,3.0,2
193,2.0506912442396312,217
194,3.755868544600939,213
195,2.841463414634146,164
196,2.8236363636363637,550
197,3.0588235294117645,17
198,3.2958677685950413,605
199,3.8119658119658117,117
200,2.4166666666666665,12
201,2.6363636363636362,33
202,2.5,30
203,3.0541871921182264,203
204,2.9211822660098523,203
205,3.611764705882353,85
206,3.6707317073170733,82
207,3.132420091324201,219
208,2.6313364055299537,651
209,2.4615384615384617,52
210,3.1463414634146343,41
211,3.5588235294117645,34
212,1.9285714285714286,14
213,4.056910569105691,123
214,4.25,28
215,3.80625,160
216,3.183098591549296,355
217,2.625,64
218,3.128205128205128,195
219,3.1818181818181817,22
220,1.8214285714285714,28
222,3.547112462006079,329
223,3.946883852691218,1412
224,3.3911917098445596,386
225,3.173228346456693,254
226,2.0,1
227,2.6744186046511627,129
228,2.1538461538461537,13
229,3.5,108
230,3.4527220630372493,349
231,3.1924242424242424,660
232,4.07514450867052,346
233,3.6127659574468085,235
234,2.2244897959183674,147
235,3.696871628910464,927
236,3.303680981595092,326
237,2.972762645914397,257
238,2.8125,32
239,2.875,168
240,2.7111111111111112,45
241,3.310344827586207,29
242,3.5,80
243,2.1,10
244,1.9,10
245,3.0,11
246,4.18854748603352,716
247,3.8658280922431865,477
248,2.9130434782608696,138
249,3.7586206896551726,261
250,2.6,30
251,3.2777777777777777,18
252,3.2697547683923704,367
253,3.524390243902439,738
254,3.0789473684210527,38
255,2.0606060606060606,66
256,2.6513761467889907,218
257,3.2280701754385963,114
258,2.423611111111111,144
259,2.843137254901961,102
260,4.453694416583082,2991
261,3.6491228070175437,285
262,3.872093023255814,172
263,3.857142857142857,28
264,3.2,5
265,3.9326424870466323,772
266,3.425531914893617,705
267,2.7285714285714286,140
268,3.3703703703703702,54
269,3.5272727272727273,55
270,3.037974683544304,79
271,3.142857142857143,63
272,3.7258485639686683,383
273,2.8975409836065573,244
274,2.375,24
275,2.5375,80
276,2.692982456140351,228
277,3.1823529411764704,170
278,2.75,40
279,3.717391304347826,46
280,3.5707547169811322,212
281,3.648068669527897,233
282,3.2232558139534886,215
283,3.0,18
286,3.0,1
287,2.9047619047619047,21
288,3.144285714285714,700
289,3.3417721518987342,158
290,3.9166666666666665,168
291,2.2083333333333335,48
292,3.2687585266030013,733
293,4.106175514626218,923
294,3.0952380952380953,42
295,2.7586206896551726,29
296,4.278212805158913,2171
297,3.107142857142857,28
298,3.9130434782608696,23
299,3.664335664335664,143
300,3.7588652482269502,705
301,3.302325581395349,43
302,3.813953488372093,86
303,2.9760765550239237,418
304,3.142857142857143,35
305,2.5039370078740157,127
306,4.227544910179641,334
307,4.098765432098766,243
308,3.9653465346534653,202
309,3.6875,48
310,2.6666666666666665,6
311,3.0,1
312,2.4375,112
313,2.888888888888889,54
314,3.85,300
315,2.65359477124183,153
316,3.490143369175627,1116
317,3.1918876755070205,641
318,4.554557700942973,2227
319,3.8937728937728937,273
320,3.40625,32
321,3.7540983606557377,61
322,3.712918660287081,209
324,3.9696969696969697,33
325,2.4489795918367347,49
326,4.344262295081967,61
327,2.6145251396648046,358
328,3.111111111111111,144
329,3.3767676767676766,990
330,2.7315436241610738,149
331,3.0952380952380953,21
332,2.546583850931677,161
333,3.502439024390244,410
334,3.8596491228070176,114
335,3.4878048780487805,41
336,2.6842105263157894,19
337,3.8412698412698414,693
338,2.8823529411764706,221
339,3.49925705794948,673
340,3.2738095238095237,84
341,3.838709677419355,31
342,3.6776061776061777,518
343,2.4285714285714284,42
344,3.1488250652741514,766
345,3.8059701492537314,469
346,3.525,120
347,3.1739130434782608,46
348,3.698901098901099,455
349,3.7261567516525025,1059
350,3.392233009708738,515
351,3.342412451361868,257
352,3.134453781512605,119
353,3.4455040871934606,734
354,3.1791044776119404,67
355,2.352059925093633,267
356,4.087967183226983,2194
357,3.7437145174371453,1233
358,3.1702127659574466,141
359,3.210526315789474,19
360,2.4960629921259843,127
361,3.421641791044776,268
362,3.3640167364016738,239
363,4.258064516129032,62
364,3.8608385370205176,1121
365,3.1690140845070425,71
366,2.8207171314741037,251
367,3.279050042408821,1179
368,3.5236907730673317,802
369,3.310344827586207,58
370,2.8980582524271843,412
371,3.1792452830188678,212
372,3.1542056074766354,428
373,3.856589147286822,258
374,2.1147540983606556,183
375,3.2941176470588234,17
376,3.2457142857142856,350
377,3.5654545454545454,1650
378,2.892857142857143,140
379,2.889908256880734,436
380,3.6342857142857143,1400
381,3.2606635071090047,211
382,2.9338235294117645,272
383,3.2666666666666666,270
384,2.9,40
385,3.4,10
386,2.6,30
387,2.7450980392156863,102
388,3.6391752577319587,97
389,3.7,20
390,3.542372881355932,59
391,3.275,40
392,2.8,25
393,1.8571428571428572,105
394,3.6666666666666665,18
396,4.0,1
397,2.4166666666666665,12
398,4.0,1
401,3.0,2
402,3.0,1
404,3.75,4
405,2.123152709359606,203
406,3.625,8
407,2.911917098445596,193
408,3.3194444444444446,72
409,3.020408163265306,49
410,2.9071274298056156,463
411,2.6153846153846154,13
412,3.559322033898305,295
413,2.5306122448979593,245
414,2.6555555555555554,90
415,2.4804469273743015,179
416,2.4269662921348316,89
417,3.485576923076923,208
418,2.5172413793103448,29
419,2.1923076923076925,156
420,2.5056818181818183,352
421,3.3617021276595747,94
422,3.1228070175438596,57
423,3.1085972850678734,221
424,2.6,75
425,3.6095238095238096,105
426,3.0817843866171004,269
427,2.3674698795180724,166
428,3.931558935361217,263
429,2.379679144385027,187
430,2.4166666666666665,24
431,3.6910569105691056,369
432,2.579081632653061,392
433,2.7916666666666665,48
434,3.0845481049562684,686
435,2.6060037523452158,533
436,2.652482269503546,141
437,2.046875,64
438,2.625,152
439,4.5,2
440,3.811181434599156,948
441,3.6936236391912907,643
442,2.9921875,640
443,3.3870967741935485,31
444,2.2962962962962963,81
445,2.61,100
446,4.082677165354331,254
447,2.4838709677419355,31
448,3.6008771929824563,228
449,3.6619718309859155,71
450,3.280701754385965,228
451,3.150943396226415,106
452,3.289473684210526,38
453,3.2238805970149254,67
454,3.5473300970873787,824
455,2.5894736842105264,285
456,4.0,93
457,4.103258145363409,1995
458,3.2758620689655173,87
459,2.832167832167832,143
460,2.263157894736842,38
461,3.2790697674418605,86
462,2.642857142857143,28
463,2.74468085106383,47
464,2.7824074074074074,216
465,3.3142857142857145,105
466,2.7958115183246073,573
467,3.2037037037037037,54
468,3.2714285714285714,350
469,2.9565217391304346,69
470,1.736842105263158,38
471,3.631051752921536,599
472,2.7045454545454546,44
473,2.225165562913907,151
474,3.825102880658436,972
475,3.9006410256410255,312
476,2.6857142857142855,35
477,3.466666666666667,195
478,2.4583333333333335,24
479,2.7969924812030076,133
480,3.7638473053892216,2672
481,3.380952380952381,294
482,3.528409090909091,176
483,3.7432432432432434,74
484,2.6551724137931036,29
485,2.508,500
486,2.8125,64
487,2.6129032258064515,62
488,3.3846153846153846,39
489,2.4742268041237114,97
490,3.324324324324324,185
491,3.3160377358490565,212
492,3.719402985074627,335
493,3.6073825503355703,298
494,3.3461538461538463,416
495,3.380952380952381,42
496,3.2162162162162162,37
497,4.0,667
498,2.74468085106383,47
499,2.7551020408163267,49
500,3.420047732696897,838
501,3.606382978723404,94
502,1.935483870967742,155
503,3.6923076923076925,13
504,2.955056179775281,178
505,2.4927536231884058,69
506,3.491228070175439,114
507,3.522727272727273,308
508,3.894830659536542,561
509,3.674342105263158,608
510,2.4047619047619047,42
511,3.1052631578947367,152
512,2.8715083798882683,179
513,3.1194029850746268,67
514,3.531791907514451,346
515,3.917777777777778,450
516,2.870967741935484,248
517,3.175392670157068,382
518,2.4563758389261743,149
519,1.9405940594059405,202
520,2.93048128342246,374
521,3.3675213675213675,117
522,3.566265060240964,83
523,3.658119658119658,117
524,3.615546218487395,476
525,3.1904761904761907,21
526,2.5,8
527,4.510416666666667,2304
528,2.514705882352941,68
529,3.977777777777778,720
530,3.5,2
531,3.769230769230769,338
532,3.0488431876606685,389
533,2.7339901477832513,203
534,3.835664335664336,286
535,3.8172757475083055,301
536,3.1636363636363636,55
537,3.077294685990338,207
538,3.8222222222222224,315
539,3.760649087221095,986
540,2.2189349112426036,169
541,4.273333333333333,1800
542,2.674757281553398,206
543,3.3841642228739004,682
544,2.643410852713178,129
545,2.0,1
546,1.8742857142857143,350
547,2.879032258064516,124
548,2.5474452554744524,137
549,3.821656050955414,157
550,3.0168539325842696,178
551,3.717871485943775,996
552,3.2400756143667295,529
553,3.8734177215189876,553
554,2.6153846153846154,26
555,3.9285714285714284,658
556,4.2272727272727275,132
557,4.5,2
558,2.7037037037037037,135
559,3.0,5
560,3.625,8
561,3.6153846153846154,13
562,3.799163179916318,478
563,3.235294117647059,17
564,2.2666666666666666,45
565,3.1311475409836067,61
566,2.923076923076923,13
567,3.5714285714285716,14
568,3.857142857142857,35
569,2.93,100
570,3.217391304347826,23
571,3.588235294117647,34
572,3.0,2
573,3.5238095238095237,21
574,3.4457142857142857,175
575,2.822429906542056,107
576,3.0,1
577,2.963636363636364,55
578,4.5,2
579,2.0,1
580,3.2419354838709675,62
581,4.049645390070922,141
582,3.0,2
583,3.6785714285714284,28
584,4.0,1
585,2.9066985645933014,418
586,3.1348148148148147,675
587,3.49644128113879,1124
588,3.788304959289415,1351
589,4.058512646281616,2649
590,3.9152308752584424,1451
591,2.0,2
592,3.6009783368273935,1431
593,4.3518231186966645,2578
594,3.8453473132372213,763
595,3.8858490566037736,1060
596,3.751004016064257,498
597,3.641491395793499,1046
598,4.25,8
599,4.087121212121212,264
600,3.0,30
601,3.0,1
602,4.121951219512195,41
603,3.0,58
605,3.314159292035398,226
606,2.225806451612903,93
607,2.0,2
608,4.254675686430561,2513
609,2.7761194029850746,67
610,3.546925566343042,618
611,2.4722222222222223,216
612,2.4050632911392404,79
613,3.6341463414634148,82
614,2.6666666666666665,9
615,4.044776119402985,67
616,3.352517985611511,278
617,3.6470588235294117,17
618,2.111111111111111,9
619,2.59375,32
621,3.7142857142857144,42
623,3.0,3
624,4.0,1
626,2.263157894736842,19
627,3.603305785123967,121
628,3.8969072164948453,485
630,2.857142857142857,7
631,2.08,75
632,4.0,13
633,3.6,20
634,1.6666666666666667,3
635,3.6233766233766236,77
637,2.5428571428571427,140
638,3.210526315789474,19
639,2.6153846153846154,78
640,2.676056338028169,71
641,1.0,1
642,2.0,1
643,2.0,3
644,2.0,1
645,3.6,20
647,3.5532879818594103,441
648,3.432874918140144,1527
649,4.1875,16
650,3.4719101123595504,89
651,2.0,1
652,2.888888888888889,9
653,3.2254901960784315,612
655,1.0,1
656,2.5641025641025643,39
657,3.0,2
658,3.0,1
659,3.72,25
660,1.5,2
661,3.4647619047619047,525
662,2.984375,128
663,3.4166666666666665,264
664,3.0,8
665,3.657142857142857,35
666,3.3333333333333335,3
667,2.0425531914893615,47
668,4.404255319148936,47
669,4.173913043478261,23
670,4.410714285714286,56
671,3.6798245614035086,456
672,2.0,2
673,2.619893428063943,563
674,3.0155440414507773,386
678,4.245098039215686,306
679,3.5,2
680,3.359375,64
681,3.933333333333333,15
682,3.5,4
684,1.0,1
685,3.3,30
687,3.0,3
688,2.276995305164319,213
690,2.0,2
691,3.0991735537190084,121
692,2.1132075471698113,106
694,2.645390070921986,141
695,3.1777777777777776,135
696,3.25,4
697,2.552941176470588,85
698,2.2,5
700,3.3241379310344827,145
701,4.0,1
702,3.6666666666666665,27
703,1.6,10
704,2.3095238095238093,42
705,3.8333333333333335,36
706,2.5,2
707,3.0872727272727274,275
708,3.434462444771723,679
709,3.0416666666666665,144
710,2.3333333333333335,51
711,2.5,62
712,3.5,2
714,3.888888888888889,153
715,3.6153846153846154,52
716,2.6785714285714284,28
717,4.0,1
718,3.484848484848485,33
719,2.8619246861924688,239
720,4.426940639269406,438
722,3.814814814814815,27
724,3.0865384615384617,416
725,2.791208791208791,91
726,3.0,9
728,3.7649769585253456,217
729,3.6666666666666665,3
730,1.0,1
731,2.851063829787234,47
732,2.8333333333333335,6
733,3.723134328358209,1340
734,3.0,3
735,3.3564356435643563,101
736,3.1738738738738737,1110
737,2.03,300
741,4.089171974522293,314
742,2.528735632183908,174
743,2.5700934579439254,107
744,2.0,3
745,4.52054794520548,657
746,4.0,31
747,2.0,55
748,3.1510791366906474,417
749,2.75,4
750,4.4498902706656915,1367
751,3.533333333333333,15
753,3.15625,32
754,2.923076923076923,13
755,3.7777777777777777,9
756,3.0,4
757,3.75,4
758,4.0,1
759,4.101694915254237,59
760,3.515151515151515,33
761,2.7886178861788617,123
762,2.184563758389262,298
763,3.0,1
764,3.27027027027027,74
765,2.6315789473684212,171
766,3.57,100
767,3.2083333333333335,24
769,3.25,12
771,3.7777777777777777,18
774,4.0,1
775,3.2222222222222223,9
776,3.0,4
778,3.9600532623169107,751
779,2.6923076923076925,52
780,3.5104046242774567,1730
781,3.378640776699029,103
782,2.5517241379310347,145
783,3.223076923076923,390
784,2.72987012987013,385
785,3.4784313725490197,765
786,3.123913043478261,460
787,5.0,3
788,2.9957805907172994,948
789,3.0,2
790,3.0,1
791,3.5,2
792,4.0,1
793,2.6,10
796,3.3333333333333335,3
798,2.7058823529411766,204
799,3.3491124260355027,338
800,4.082539682539682,630
801,3.0991735537190084,121
802,3.496487119437939,427
803,3.6842105263157894,57
804,2.9785407725321886,233
805,3.5901162790697674,344
806,3.1666666666666665,60
807,3.0,14
808,3.395348837209302,43
809,2.5714285714285716,105
810,1.4666666666666666,120
811,3.888888888888889,9
813,2.5106382978723403,47
814,3.0,1
815,2.0,6
818,2.560846560846561,189
820,3.25,4
821,2.0,2
823,3.25,4
824,3.9285714285714284,28
826,1.0,1
827,3.0,2
828,2.9074074074074074,54
829,2.2900763358778624,131
830,2.952542372881356,295
831,3.85,20
832,3.478723404255319,564
833,2.1794871794871793,78
834,2.0,4
835,3.1262135922330097,103
836,2.654008438818565,237
837,3.477064220183486,218
838,3.8802395209580838,501
839,2.214814814814815,135
840,2.56,50
841,3.4,25
842,2.589403973509934,151
843,1.0,1
844,3.5714285714285716,7
846,3.736842105263158,38
847,1.8571428571428572,7
848,3.4358974358974357,156
849,2.5107632093933465,511
850,3.6666666666666665,30
851,3.4960629921259843,127
852,3.221138211382114,615
853,4.0,3
854,3.625,8
858,4.524966261808367,2223
859,2.0,1
860,3.6,10
861,3.5128205128205128,273
862,3.6451612903225805,31
863,3.5,10
864,3.5833333333333335,12
865,2.0,1
866,3.8234265734265733,572
867,2.2083333333333335,24
868,3.0,1
869,3.0952380952380953,42
870,2.183673469387755,49
872,3.0,1
874,3.125,8
875,3.3863636363636362,44
876,2.857142857142857,21
877,3.2916666666666665,24
878,4.0,1
879,2.827004219409283,237
880,2.200617283950617,324
881,2.6233766233766236,77
882,2.711864406779661,59
884,3.0,2
885,2.5813953488372094,43
886,2.9423076923076925,104
887,2.5,2
888,2.2083333333333335,48
889,2.5,2
891,2.360655737704918,183
892,3.861842105263158,152
893,3.6956521739130435,69
895,1.0,2
896,3.4313725490196076,51
897,3.7551020408163267,98
898,4.3006872852233675,582
899,4.2836218375499335,751
900,3.8513119533527695,343
901,3.6436781609195403,174
902,3.908284023668639,676
903,4.27292817679558,905
904,4.476190476190476,1050
905,4.280748663101604,374
906,4.096256684491979,187
907,3.9238095238095236,105
908,4.38403041825095,1315
909,4.127098321342926,417
910,4.300480769230769,832
911,4.183006535947713,306
912,4.412822049131217,1669
913,4.395973154362416,1043
914,4.154088050314465,636
915,3.9643835616438357,365
916,4.216470588235294,425
917,3.675324675324675,77
918,3.7936507936507935,189
919,4.247962747380675,1718
920,3.9974048442906573,1156
921,3.8940397350993377,302
922,4.491489361702127,470
923,4.388888888888889,1116
924,4.068764568764569,1716
925,3.25,12
926,4.255583126550868,403
927,3.9761904761904763,84
928,4.204663212435233,386
929,3.78494623655914,93
930,4.29438202247191,445
931,3.912621359223301,206
932,3.9523809523809526,189
933,4.10158013544018,443
934,3.6578947368421053,304
935,3.6338028169014085,71
936,4.075757575757576,132
937,3.75,44
938,3.620320855614973,187
939,3.1818181818181817,11
940,3.9735449735449735,378
941,3.704761904761905,105
942,4.2020547945205475,292
943,3.982456140350877,171
944,3.7938144329896906,97
945,4.147410358565737,251
946,3.8509316770186337,161
947,4.1063829787234045,188
948,3.753846153846154,130
949,3.9767441860465116,215
950,4.239726027397261,292
951,4.249370277078086,397
952,3.6022304832713754,269
953,4.299039780521262,729
954,4.240208877284595,383
955,4.169491525423729,413
956,3.55,40
957,3.2432432432432434,37
958,3.3846153846153846,13
959,3.7413793103448274,58
960,3.45,20
961,3.4782608695652173,23
962,3.5454545454545454,11
963,3.574074074074074,54
964,3.392156862745098,51
965,4.075098814229249,253
966,4.0,6
967,3.260869565217391,23
968,3.6713286713286712,715
969,4.251655629139073,1057
970,3.4054054054054053,37
971,4.047970479704797,271
972,3.1666666666666665,6
973,3.9146341463414633,82
974,3.75,16
975,1.5,2
976,3.5714285714285716,56
977,2.0,2
978,3.94,100
980,2.8,5
981,2.75,4
982,3.6790123456790123,81
984,2.6666666666666665,33
985,3.75,4
986,3.603448275862069,232
987,2.9,40
988,3.3768115942028984,69
989,5.0,1
990,2.574074074074074,54
991,3.523529411764706,170
992,2.6,20
993,3.111111111111111,9
994,4.095555555555555,450
996,2.90625,256
997,3.357142857142857,28
998,3.010752688172043,93
999,3.2832167832167833,286
1000,3.05,20
1002,4.25,8
1003,2.9421487603305785,121
1004,2.6633663366336635,101
1005,2.3732394366197185,142
1006,3.08974358974359,78
1007,2.978448275862069,232
1008,3.329896907216495,97
1009,3.185567010309278,291
1010,3.268595041322314,242
1011,2.725925925925926,135
1012,3.7043189368770766,301
1013,3.565891472868217,258
1014,3.4044117647058822,136
1015,3.3461538461538463,234
1016,3.217948717948718,156
1017,3.5869565217391304,276
1018,3.252032520325203,123
1019,3.7026086956521738,575
1020,3.239795918367347,392
1021,2.769230769230769,247
1022,3.755632582322357,577
1023,3.986425339366516,221
1024,3.246031746031746,126
1025,3.6109215017064846,293
1026,3.625,8
1027,3.1627906976744184,344
1028,3.894164193867458,1011
1029,3.688380281690141,568
1030,3.0773993808049536,323
1031,3.479623824451411,319
1032,3.697142857142857,525
1033,3.4494773519163764,287
1034,3.6449704142011834,169
1035,3.931972789115646,882
1036,4.121848739495798,1666
1037,2.6601626016260163,615
1038,3.272727272727273,11
1039,3.6666666666666665,3
1040,3.0,5
1041,4.037974683544304,474
1042,3.481060606060606,528
1043,2.8425925925925926,108
1044,3.2857142857142856,35
1046,4.066666666666666,90
1047,3.4838709677419355,434
1049,3.328159645232816,451
1050,3.8219178082191783,146
1051,3.4183673469387754,98
1053,2.914285714285714,35
1054,3.308641975308642,81
1055,2.736842105263158,19
1056,3.54,50
1057,3.5583941605839415,274
1058,3.272727272727273,11
1059,3.4008350730688934,479
1060,3.94147582697201,786
1061,3.550802139037433,374
1062,2.5,2
1063,3.1538461538461537,26
1064,2.8947368421052633,209
1066,4.1657142857142855,175
1067,3.782608695652174,23
1068,3.6857142857142855,35
1069,3.9272727272727272,110
1070,3.0,2
1071,3.4,5
1073,3.8613861386138613,1313
1076,4.0,23
1077,3.9798387096774195,744
1078,3.836021505376344,372
1079,3.971342383107089,1326
1080,4.018358531317495,926
1081,3.6175115207373274,434
1082,3.7012987012987013,154
1083,3.5304878048780486,164
1084,4.096209912536443,686
1085,3.7786259541984735,131
1086,4.079155672823219,379
1087,3.4444444444444446,18
1088,3.3114992721979624,687
1089,4.13582208101668,1259
1090,4.090113735783027,1143
1091,2.7935656836461127,373
1092,3.5419440745672435,751
1093,3.4073529411764705,680
1094,3.7314890154597236,1229
1095,3.8844133099824867,571
1096,3.9767441860465116,344
1097,3.9651828999559275,2269
1098,2.4,5
1099,3.9896907216494846,194
1100,2.807142857142857,420
1101,3.6861386138613863,1010
1102,2.0,4
1103,3.9228855721393034,402
1104,4.225672877846791,483
1105,1.7857142857142858,42
1107,2.0,3
1111,4.095744680851064,94
1112,3.4285714285714284,35
1113,3.0,50
1114,2.870967741935484,31
1115,1.0,1
1116,3.411764705882353,17
1117,4.25,12
1118,2.0,1
1119,3.2058823529411766,34
1120,3.5833333333333335,456
1121,3.076923076923077,13
1123,3.727272727272727,33
1124,3.740740740740741,405
1125,3.779220779220779,385
1126,2.3722397476340693,317
1127,3.6839650145772596,1715
1128,2.9235294117647057,170
1129,3.4649321266968327,884
1130,3.25974025974026,231
1131,4.324074074074074,216
1132,4.259090909090909,220
1133,2.0,2
1134,3.0,2
1135,3.189189189189189,407
1136,4.335209505941213,1599
1138,3.857142857142857,7
1139,4.0,2
1142,1.0,2
1144,3.75,16
1145,2.5,2
1147,4.32129963898917,277
1148,4.507936507936508,882
1149,3.5,4
1150,3.930379746835443,158
1151,3.4838709677419355,31
1152,3.4827586206896552,29
1153,3.4285714285714284,14
1154,3.7333333333333334,15
1160,2.1666666666666665,6
1161,3.9468085106382977,94
1162,3.90625,96
1163,2.9473684210526314,19
1164,3.6,5
1165,1.0,1
1167,2.893617021276596,94
1168,2.0555555555555554,18
1169,3.7222222222222223,36
1170,1.6470588235294117,17
1171,3.7349397590361444,415
1172,4.287804878048781,615
1173,3.3484848484848486,198
1174,3.8,5
1175,4.002717391304348,368
1176,3.937984496124031,129
1177,3.993197278911565,147
1178,4.473913043478261,230
1179,3.7887005649717516,885
1180,3.84,50
1181,2.9,10
1183,3.609706774519717,989
1184,3.802197802197802,91
1185,3.958057395143488,453
1186,3.613879003558719,562
1187,3.6598639455782314,147
1188,3.951183431952663,676
1189,4.25278810408922,269
1190,3.507575757575758,132
1191,3.062200956937799,209
1192,4.0285714285714285,105
1193,4.390724637681159,1725
1194,3.4764150943396226,212
1196,4.292976588628763,2990
1197,4.3037100949094045,2318
1198,4.477724741447892,2514
1199,4.097480832420591,913
1200,4.125824175824176,1820
1201,4.133819951338199,822
1202,3.611111111111111,72
1203,4.295454545454546,616
1204,4.401925391095066,831
1205,3.380952380952381,231
1206,4.0781122864117165,1229
1207,4.425646551724138,928
1208,4.243197278911564,1176
1209,4.023121387283237,173
1210,4.022892819979188,2883
1211,4.1115702479338845,242
1212,4.452083333333333,480
1213,4.275196137598069,1657
1214,4.159584980237154,2024
1215,3.804232804232804,945
1216,3.6551724137931036,87
1217,4.26890756302521,357
1218,4.19672131147541,244
1219,4.218527315914489,1263
1220,3.9395973154362416,1341
1221,4.357565011820331,1692
1222,4.110845295055821,1254
1223,4.361522198731501,473
1224,4.286384976525822,426
1225,4.251808972503618,1382
1226,4.053097345132743,226
1227,3.863070539419087,241
1228,4.1875923190546525,677
1230,4.14167916041979,1334
1231,4.08,750
1232,3.6346153846153846,52
1233,4.302697302697303,1001
1234,4.320305052430887,1049
1235,4.164992826398852,697
1236,4.188888888888889,90
1237,4.230769230769231,299
1238,4.0,351
1240,4.152049571020019,2098
1241,3.357142857142857,70
1242,4.193345323741007,1112
1243,3.9846153846153847,325
1244,4.082172701949861,718
1245,4.005586592178771,358
1246,4.005847953216374,855
1247,4.245836637589215,1261
1248,4.215953307392996,514
1249,4.005457025920873,733
1250,4.386993603411514,938
1251,4.105263157894737,228
1252,4.339240506329114,1185
1253,4.141323792486583,559
1254,4.289183222958058,453
1255,3.4074074074074074,54
1256,4.21043771043771,594
1257,3.9216101694915255,472
1258,4.104875804967802,1087
1259,4.0969187675070025,1785
1260,4.3019480519480515,308
1261,3.826642335766423,548
1262,4.376436781609195,696
1263,4.11,700
1264,4.054474708171206,257
